name_NOUN, 3.245128260459751E-4
demanding_VERB, 1.3198344822740182E-5
register_NOUN, 6.512855679829954E-6
convicted_VERB, 5.209226219449192E-6
retrieved_VERB, 6.991775080678053E-6
stood_VERB, 3.43975456780754E-4
looked_VERB, 8.405282918829471E-4
door_NOUN, 6.027087161783129E-4
arrest_VERB, 6.553352295668446E-6
cry_VERB, 3.595374619180802E-5
money_NOUN, 2.545414201449603E-4
wanted_VERB, 4.656756645999849E-4
loudly_ADV, 2.422916550131049E-5
started_VERB, 2.49741887091659E-4
line_NOUN, 1.627482837648131E-4
finish_VERB, 3.4206842246931044E-5
emptied_VERB, 8.86838306541904E-6
obtained_VERB, 9.988337569666329E-6
pointed_VERB, 8.023386108106934E-5
wrote_VERB, 8.371246367460117E-5
snatched_VERB, 1.5973803692759246E-5
quickly_ADV, 1.699221393209882E-4
activated_VERB, 2.3028506348055087E-6
sounded_VERB, 7.154613704187795E-5
escaped_VERB, 2.600544576125685E-5
froze_VERB, 1.4845694659015863E-5
caught_VERB, 1.6606060380581767E-4
collected_VERB, 1.9924465777876322E-5
see_VERB, 0.0011214034864678978
stuff_VERB, 2.8140253334640876E-6
second_ADJ, 1.8659834313439205E-4
wore_VERB, 7.931542131700553E-5
beard_NOUN, 2.3841316760808695E-5
sack_NOUN, 1.5494694889639504E-5
just_ADV, 0.0012614478124305605
supervisor_NOUN, 4.381286589705269E-6
burst_NOUN, 1.14596152343438E-5
customer_NOUN, 9.800401130632963E-6
delivered_VERB, 2.221947524958523E-5
adjusted_VERB, 1.0938822833850282E-5
button_NOUN, 2.352572264499031E-5
foot_NOUN, 9.427667973795905E-5
large_ADJ, 1.7964126454899086E-4
booth_NOUN, 1.3121386837156024E-5
asked_VERB, 7.135819585528224E-4
ground_NOUN, 1.5659288183087484E-4
empty_ADJ, 1.020850679196883E-4
called_VERB, 3.615275491029024E-4
read_VERB, 2.07623875758145E-4
give_VERB, 3.4477130975574255E-4
gave_VERB, 3.339449205668643E-4
facility_NOUN, 6.819811915192986E-6
threw_VERB, 7.637381640961394E-5
coat_NOUN, 6.636983016505837E-5
scene_NOUN, 7.586144638480619E-5
jail_NOUN, 2.4480286083417013E-5
showed_VERB, 8.705650689080357E-5
pointing_VERB, 3.130585646431428E-5
came_VERB, 7.178349420428276E-4
moved_VERB, 2.228618352091871E-4
transaction_NOUN, 3.0453643148575794E-6
desk_NOUN, 1.1285959044471383E-4
grabbed_VERB, 6.397251709131525E-5
building_NOUN, 8.972839059424586E-5
frightened_VERB, 3.104484858340584E-5
saw_VERB, 5.210439674556255E-4
scanned_VERB, 1.2669257648667553E-5
drove_VERB, 7.995688429218717E-5
filled_VERB, 1.2017013505101204E-4
pocketed_VERB, 1.9260510384810916E-6
bills_NOUN, 1.5987890401447656E-5
exit_NOUN, 1.3035348911216715E-5
frightened_ADJ, 1.3973878139950102E-5
pressed_VERB, 7.049418200040236E-5
arrested_VERB, 1.9094955678156112E-5
gun_NOUN, 9.087091020774097E-5
pm_NOUN, 7.334974725381471E-7
approached_VERB, 4.374903364805505E-5
people_NOUN, 6.727249303366989E-4
fill_VERB, 3.129476826870814E-5
pocket_NOUN, 7.645356963621452E-5
fast_ADV, 7.667600511922501E-5
back_ADV, 0.0013508450472727418
safe_ADJ, 7.806256180629135E-5
window_NOUN, 2.0600200368789957E-4
place_NOUN, 4.595500882714987E-4
told_VERB, 6.387525412719697E-4
left_VERB, 4.7287534980569037E-4
mustache_NOUN, 9.523116023046897E-6
passed_VERB, 1.5378229145426303E-4
vault_NOUN, 4.43528438154317E-6
triggered_VERB, 3.5604206459538545E-6
bag_NOUN, 8.058427920332178E-5
noticed_VERB, 1.0089073402923532E-4
get_VERB, 0.0010057063074782491
black_ADJ, 2.999815013026819E-4
drawer_NOUN, 2.1836160885868595E-5
fake_ADJ, 7.247709572766326E-6
ran_VERB, 1.7579007253516467E-4
prison_NOUN, 3.638547605078202E-5
parked_VERB, 3.0673225592181555E-5
greeted_VERB, 2.157290200557327E-5
availble_ADJ, 6.401803920308424E-10
teller_NOUN, 3.722845940501429E-6
help_VERB, 2.3701544268988072E-4
secret_ADJ, 3.828782973869238E-5
leaving_VERB, 1.1474262137198821E-4
car_NOUN, 2.739304647548124E-4
standing_VERB, 1.4835088368272408E-4
calmly_ADV, 2.0108504395466297E-5
help_NOUN, 8.830395236145706E-5
hit_VERB, 9.612513094907627E-5
placed_VERB, 8.168277272488922E-5
rifle_NOUN, 2.9159968289604876E-5
secretly_ADV, 1.1163251929247054E-5
picked_VERB, 1.2342967675067485E-4
open_ADJ, 2.3883419344201685E-4
put_VERB, 5.104916694108397E-4
pulled_VERB, 2.1829066972713917E-4
went_VERB, 6.700553640257567E-4
loaded_VERB, 1.7555673366587143E-5
covered_VERB, 8.586910771555268E-5
walked_VERB, 2.618616505060345E-4
handwritten_ADJ, 1.58694200536047E-6
buldge_NOUN, 0.0
helped_VERB, 6.828951518400572E-5
baseball_NOUN, 1.2891752248833654E-5
exited_VERB, 3.4712409160420066E-6
bags_NOUN, 2.4554265110054985E-5
satchel_NOUN, 2.7479971549837502E-6
entered_VERB, 8.27467352792155E-5
removed_VERB, 4.728720050479751E-5
inside_NOUN, 3.239861107431352E-5
containing_VERB, 1.2480975237849634E-5
scared_VERB, 3.7825155231985264E-5
locker_NOUN, 7.028625395832932E-6
old_ADJ, 6.756476999726146E-4
pushed_VERB, 1.0175010684179142E-4
bank_NOUN, 5.714468752557877E-5
front_ADJ, 1.0236733724013902E-4
